engine,max_power,mileage,year,selling_price
1196,70.0,15.6,2011,250000
1248,74.0,27.39,2016,700000
1582,126.24,22.7,2013,700000
796,46.3,19.7,2006,85000
1995,181.0,16.07,2012,900000
1248,88.5,24.3,2016,800000
1582,126.2,17.01,2017,1100000
799,53.3,25.17,2016,240000
796,37.0,16.1,2004,120000
1086,62.1,17.92,2014,220000
1373,93.7,16.02,2015,570000
796,47.3,24.7,2018,310000
1298,85.0,15.9,1999,70000
2179,138.1,13.93,2008,200000
1956,170.0,17.1,2017,1650000
1197,81.8,22.0,2018,600000
1496,105.5,17.8,2018,1080000
1248,92.3124958934112,19.3737698630137,2001,60000
814,55.2,21.1,2011,129000
1248,92.3124958934112,19.3737698630137,2006,80000
1999,177.0,13.6,2017,2711000
1364,67.05,23.59,2015,500000
1199,88.7,18.2,2016,550000
998,66.1,19.0,2012,235000
1197,81.86,18.9,2018,450000
1461,63.12,23.08,2013,290000
2179,138.1,14.0,2015,925000
1995,190.0,22.69,2016,2150000
1198,82.0,18.15,2017,530000
1248,74.0,27.39,2018,740000
1198,82.0,18.15,2018,445000
2179,140.0,16.0,2016,1290000
1364,67.05,23.59,2018,780000
998,67.1,19.0,2011,270000
1364,67.06,23.59,2013,325000
2494,100.6,12.99,2013,750000
1199,79.4,18.6,2010,150000
1198,86.8,19.4,2013,355000
2523,62.1,15.96,2014,480000
1498,98.59,22.77,2016,825000
1405,71.0,17.0,2009,100000
1248,73.9,21.1,2011,204999
1248,74.0,27.39,2018,740000
1248,92.3124958934112,19.3737698630137,2011,320000
1198,82.0,18.15,2016,300000
1198,73.75,17.0,2016,579000
1582,126.32,22.32,2011,450000
1368,90.0,15.0,2010,150000
1197,81.8,20.89,2017,620000
1399,68.0,20.0,2010,144000
814,55.2,21.1,2014,250000
2755,174.5,15.04,2017,3100000
796,46.3,19.7,2007,85000
1461,83.8,21.04,2015,600000
1498,98.96,23.0,2018,950000
1498,98.6,25.5,2018,1035000
1995,190.0,16.78,2019,5500000
2523,62.1,15.96,2012,360000
1199,75.0,20.86,2013,250000
1248,74.0,23.4,2014,500000
2494,100.6,12.99,2013,750000
2179,153.86,17.6,2018,1575000
1248,74.0,28.4,2018,685000
2498,112.0,14.0,2010,300000
814,55.2,21.1,2014,250000
1498,98.63,24.4,2018,746000
993,60.0,17.3,2003,200000
1461,64.1,20.8,2016,750000
1396,70.0,23.57,2011,189000
1197,78.9,20.36,2009,142000
799,53.3,25.17,2018,350000
796,47.3,24.7,2017,310000
1498,99.0,25.83,2015,433000
1248,92.3124958934112,19.3737698630137,2002,75000
1798,138.0,14.53,2009,340000
814,55.2,21.1,2015,225000
1995,190.0,16.78,2019,5400000
2487,214.56,22.37,2019,5150000
1197,81.83,18.6,2018,700000
1248,92.3124958934112,19.3737698630137,2008,200000
1582,126.32,22.32,2012,350000
1591,121.4,17.01,2016,760000
999,67.0,23.01,2017,350000
1248,74.0,27.39,2018,740000
796,46.3,19.7,2006,150000
1197,81.86,17.19,2016,600000
796,35.0,14.0,2012,150000
1493,70.0,16.5,2017,690000
1599,103.2,16.2,2011,400000
1498,98.59,22.77,2018,950000
1995,187.74,22.48,2018,4000000
2523,75.0,14.0,2013,500000
1405,71.0,17.0,2011,200000
1248,92.0,20.3,2013,400000
1248,75.0,21.2,2015,550000
936,56.3,25.44,2016,375000
1496,105.5,17.1,2018,1000000
1198,108.5,17.0,2018,850000
1197,80.0,18.5,2010,200000
1405,70.0,19.4,2013,225000
1248,92.3124958934112,19.3737698630137,2004,215000
1197,81.86,18.9,2018,450000
1199,79.4,18.6,2013,200000
1248,74.0,25.2,2015,545000
2494,100.6,12.99,2016,1151000
2523,62.1,15.96,2012,430000
1498,98.6,25.8,2015,509999
2993,270.9,14.74,2014,2000000
1197,78.9,20.36,2010,150000
1493,110.0,16.2,2011,400000
1248,91.7,20.4,2010,265000
1197,78.9,20.36,2012,267000
1197,81.8,22.0,2019,650000
1198,90.0,16.0,2011,350000
2494,100.6,12.99,2015,860000
1197,81.8,20.89,2017,370000
1399,68.0,20.0,2010,185000
1388,68.0,16.6,2006,140000
2477,175.56,13.5,2016,1950000
1248,88.76,20.77,2013,480000
1248,74.02,28.4,2019,802999
1461,83.8,20.45,2013,509999
1199,88.7,18.2,2016,550000
1248,88.8,20.77,2014,620000
1248,75.0,17.8,2010,200000
1197,80.0,18.5,2011,220000
1186,73.97,25.4,2018,500000
1248,92.3124958934112,19.3737698630137,2006,200000
1498,98.6,25.1,2014,630000
1197,85.8,18.5,2015,300000
1197,81.8,21.21,2019,600000
1197,81.86,18.6,2020,720000
2755,174.5,15.04,2017,2950000
1197,81.8,21.21,2019,509999
1995,190.0,18.12,2016,3200000
1591,121.4,17.01,2015,700000
2956,83.83,15.3,2014,275000
1497,118.0,17.0,2010,300000
1995,187.74,19.62,2010,1100000
998,67.04,23.1,2017,421000
2494,100.6,12.99,2015,1200000
995,62.0,18.0,2011,169000
1197,85.8,21.1,2010,220000
1248,88.5,24.52,2016,780000
1197,81.83,18.6,2018,730000
1498,98.6,25.8,2013,325000
1248,88.8,21.5,2011,350000
1969,190.0,18.0,2019,3800000
998,67.04,23.1,2017,430000
2494,102.0,12.8,2011,700000
1248,74.0,22.9,2013,335000
1199,84.0,20.3,2018,459999
1197,81.8,20.52,2018,445000
1199,88.7,18.2,2016,550000
799,53.3,25.17,2018,390000
1999,177.0,19.33,2017,3200000
796,47.3,24.7,2017,295000
1248,76.9,22.1,2013,225000
1197,83.14,20.85,2015,434999
1399,68.0,20.0,2012,425000
1493,110.0,18.1,2007,245000
1197,81.8,21.21,2019,500000
1248,74.0,22.9,2013,400000
1396,88.73,22.54,2015,585000
1248,73.8,18.2,2014,275000
1497,78.0,17.7,2007,220000
2354,158.8,11.1,2005,476999
1493,110.0,16.2,2011,260000
1248,92.3124958934112,19.3737698630137,2012,175000
2523,62.1,15.96,2014,600000
2487,214.56,22.37,2019,5150000
1582,126.2,19.67,2016,950000
1197,83.1,21.4,2019,650000
1197,81.86,19.1,2015,409999
2494,102.0,12.8,2006,425000
1396,69.0,25.0,2013,280000
1197,82.0,18.9,2016,450000
1197,81.8,20.4,2016,550000
1461,83.8,20.45,2015,600000
998,67.05,23.95,2017,290000
1248,74.0,23.4,2013,356000
1497,117.6,17.4,2018,1180000
1582,126.32,22.32,2014,575000
1120,71.0,24.4,2014,455000
1197,81.86,18.9,2018,528000
2494,102.0,12.8,2007,400000
796,46.3,19.7,2009,135000
1969,190.0,18.0,2019,3800000
998,67.1,18.9,2005,70000
1969,190.0,18.0,2019,3800000
1248,75.0,17.8,2010,360000
1298,85.0,15.9,2006,135000
1194,94.93,20.4,2018,620000
1196,73.0,15.37,2011,180000
2487,214.56,22.37,2019,5150000
1248,74.0,26.59,2016,525000
1248,73.9,19.3,2012,400000
1248,73.8,18.2,2013,300000
2494,100.0,12.99,2012,869999
1498,98.6,25.8,2014,520000
1248,74.0,22.1,2015,480000
1497,78.0,17.7,2006,270000
1498,98.96,23.0,2018,950000
2179,120.0,12.05,2011,400000
1248,88.5,24.52,2017,850000
2179,147.94,14.1,2015,503000
999,72.0,20.0,2019,600000
1197,83.1,21.4,2018,625000
1248,88.5,24.3,2017,780000
1196,70.0,15.6,2010,250000
796,46.3,19.7,2008,110000
1498,98.59,22.77,2013,480000
1086,62.1,17.92,2013,200000
1396,88.73,22.54,2014,484999
796,46.3,19.7,2010,170000
814,55.2,21.1,2012,170000
796,47.3,22.74,2013,270000
1461,83.8,20.46,2013,400000
2494,102.0,12.8,2010,425000
2494,102.0,12.8,2008,570000
1498,108.62,21.66,2019,800000
1396,88.76,21.9,2012,335000
1498,98.6,25.1,2015,700000
1396,70.0,23.57,2011,200000
1495,94.0,13.2,2008,114999
1248,88.5,28.09,2019,1025000
1493,70.0,16.5,2017,650000
1373,93.7,16.02,2015,700000
1396,69.0,25.0,2014,160000
1969,190.0,18.0,2019,5500000
1248,75.0,17.8,2010,260000
2499,72.4,13.58,2016,900000
1582,126.32,22.32,2011,375000
2179,147.94,14.1,2015,503000
1248,75.0,17.8,2008,260000
1248,73.94,23.2,2012,280000
2487,214.56,22.37,2019,5150000
1396,70.0,23.57,2013,290000
1197,83.1,21.4,2017,570000
796,37.0,16.1,2007,90000
793,47.0,27.62,2015,250000
1396,88.73,22.54,2015,550000
1248,88.76,20.77,2013,620000
2179,140.0,15.1,2013,900000
1197,82.0,18.9,2014,400000
814,55.2,21.1,2017,280000
1086,68.05,19.81,2012,290000
1396,88.73,22.54,2017,700000
2179,140.0,15.1,2012,570000
1248,92.3124958934112,19.3737698630137,2004,70000
2953,153.86,11.4,2015,1275000
1497,121.0,17.3,2018,1200000
1199,88.76,19.0,2019,680000
1997,120.0,15.4,2015,650000
1248,92.3124958934112,19.3737698630137,2010,300000
1248,74.0,26.59,2016,500000
1399,68.0,20.0,2012,250000
1086,62.0,0.0,2008,175000
1248,74.0,23.4,2014,420000
796,37.0,16.1,2007,60000
1582,126.32,22.32,2014,600000
1969,190.0,18.0,2019,3800000
814,55.2,21.1,2013,200000
1197,81.86,18.9,2015,400000
1248,74.0,26.59,2015,610000
1364,67.04,23.59,2015,450000
2092,127.0,12.0,2007,95000
1248,88.5,24.52,2016,640000
1198,86.8,18.5,2012,245000
998,67.1,18.9,2011,200000
1248,74.0,22.9,2013,375000
796,47.3,22.74,2014,240000
1582,126.2,19.67,2017,1250000
1498,108.62,21.66,2017,500000
1498,99.0,25.83,2016,515000
2987,282.0,13.5,2017,5850000
993,60.0,17.3,2003,58000
1498,103.52,21.66,2016,675000
1396,90.0,23.0,2011,350000
1186,73.97,24.0,2017,450000
1364,87.2,21.43,2015,790000
998,67.05,21.79,2013,225000
2494,102.0,12.8,2010,450000
1405,70.0,19.4,2011,110000
998,67.05,23.95,2019,380000
1248,92.3124958934112,19.3737698630137,2010,160000
1597,92.0,14.2,2004,100000
1120,70.0,24.0,2014,400000
2609,116.6,12.7,2008,400000
1582,126.3,22.32,2011,450000
1248,92.3124958934112,19.3737698630137,2005,120000
1498,103.52,21.14,2014,370000
1198,86.8,18.5,2017,450000
1199,79.4,18.6,2012,124000
1248,88.5,24.3,2017,800000
993,60.0,17.3,1998,55000
1197,83.14,20.85,2015,511000
799,53.3,25.17,2016,260000
1197,80.0,17.0,2011,300000
2523,62.1,15.96,2013,430000
1086,62.1,17.92,2013,195000
796,37.0,16.1,2006,120000
1197,82.0,18.9,2015,390000
1498,99.0,25.83,2015,580000
1248,88.5,25.1,2018,990000
1498,99.0,25.83,2016,500000
2523,62.1,15.96,2012,600000
796,37.0,16.1,2002,40000
814,55.2,21.1,2014,215000
796,37.0,16.1,2001,75000
1197,85.8,18.6,2013,350000
1198,67.04,19.49,2015,300000
2982,168.5,12.55,2015,1650000
1396,88.73,22.54,2016,735000
814,55.2,21.1,2015,290000
1582,126.2,17.01,2017,1143000
1248,88.76,20.77,2013,650000
1248,88.5,28.09,2018,975000
1047,69.0,24.7,2017,550000
796,46.3,19.7,2011,140000
1193,88.7,17.57,2016,400000
1248,73.9,21.1,2010,200000
1198,77.0,25.32,2017,450000
1794,125.0,13.4,2006,150000
1405,70.0,19.1,2014,280000
1199,88.76,19.0,2019,779000
796,47.3,22.74,2016,310000
2494,102.0,12.8,2011,550000
799,53.3,25.17,2016,300000
1199,79.4,18.6,2010,140000
1198,76.0,19.34,2015,325000
1198,67.0,20.63,2016,335000
1248,90.0,18.8,2009,100000
999,75.0,18.78,2018,565000
1405,62.0,16.8,2006,100000
1197,83.1,21.4,2019,500000
2179,115.0,13.5,2011,350000
1199,84.0,23.84,2017,520000
1248,88.5,25.1,2017,800000
1995,190.0,22.69,2017,2600000
1497,78.0,17.7,2006,180000
1497,116.3,16.8,2012,540000
1086,68.05,19.81,2016,425000
1199,88.7,19.0,2017,615000
1461,108.5,19.98,2015,550000
1248,88.5,24.3,2018,875000
1984,150.0,16.8,2018,2475000
1461,83.8,19.87,2017,575000
1248,92.3124958934112,19.3737698630137,2001,33983
2179,120.0,12.05,2011,550000
2755,171.5,11.36,2016,1825000
1198,67.0,20.63,2017,329000
2179,140.0,16.0,2017,1625000
1197,78.9,20.36,2011,250000
1248,92.3124958934112,19.3737698630137,2008,225000
1086,68.05,19.81,2016,425000
1248,91.72,20.5,2015,425000
1197,83.14,20.85,2015,525000
1248,74.0,22.9,2014,501000
1591,121.3,15.74,2012,475000
2494,102.0,12.8,2007,465000
1997,120.0,15.4,2015,670000
796,47.3,22.74,2014,206000
1991,142.0,13.6,2009,330000
1498,99.0,25.83,2018,793000
1248,88.5,28.09,2018,1000000
1493,70.0,16.5,2018,797000
1248,90.0,18.8,2010,202999
2179,120.0,15.4,2015,885000
1497,117.6,17.4,2018,1180000
1248,74.0,28.4,2018,790000
998,67.1,18.9,2005,65000
1969,190.0,18.0,2019,3800000
1399,67.0,17.8,2009,190000
1798,189.3,16.34,2016,800000
2179,120.0,10.5,2006,250000
796,47.3,22.74,2015,250000
1497,108.5,21.5,2018,950000
1248,88.5,28.09,2016,715000
1461,63.1,23.08,2012,245000
998,67.04,23.1,2015,400000
1405,70.0,19.4,2011,350000
1197,81.83,18.6,2018,600000
1061,67.0,18.9,2010,120000
1498,98.63,24.7,2013,325000
1364,87.2,21.43,2010,450000
1497,78.0,17.7,2007,160000
2494,102.0,12.8,2007,350000
1298,85.8,17.5,2009,250000
1498,98.96,23.0,2018,900000
1193,88.7,17.57,2020,500000
1969,190.0,18.0,2019,3800000
1197,81.86,18.9,2019,640000
2494,100.6,12.99,2014,1019999
2494,100.6,12.99,2013,750000
2982,168.5,13.0,2014,1750000
1396,88.76,22.54,2018,750000
1248,88.5,28.09,2017,800000
1497,116.4,16.8,2011,450000
1198,82.0,18.15,2018,450000
1197,82.0,19.1,2017,610000
999,72.0,20.0,2019,600000
1248,74.0,23.4,2013,430000
2179,140.0,15.1,2013,720000
1499,110.5,17.01,2017,570000
2179,140.0,15.1,2015,800000
1248,74.0,23.4,2014,580000
1248,88.5,28.09,2017,844999
1598,103.5,14.3,2016,645000
1197,81.83,18.6,2015,550000
1582,126.2,19.67,2016,930000
1086,62.1,17.92,2011,210000
1248,92.3124958934112,19.3737698630137,2009,120000
1591,121.3,17.0,2019,1149000
1498,97.7,16.95,2012,350000
1198,75.0,18.06,2011,300000
1248,74.0,22.9,2012,325000
998,67.0,18.9,2006,120000
1197,81.83,18.6,2016,576000
1995,190.0,16.78,2019,5400000
2494,100.6,12.99,2013,819999
1197,81.8,22.0,2018,600000
1582,126.3,22.32,2013,525000
796,46.3,19.7,2011,141000
1248,75.0,20.3,2011,254999
1248,90.0,19.0,2011,250000
796,47.3,22.74,2013,170000
1582,126.3,22.32,2014,580000
1197,85.8,17.5,2012,350000
1248,73.94,23.2,2016,425000
1120,71.0,24.4,2015,391000
1497,117.3,17.8,2016,773000
796,37.0,16.1,2000,80000
2982,168.5,12.55,2015,1900000
2967,241.4,12.07,2012,1850000
1399,68.05,20.0,2012,225000
2179,140.0,15.1,2012,500000
1493,82.0,13.1,2003,108000
2494,100.57,12.99,2013,625000
1248,73.9,19.3,2011,265000
2143,170.0,17.9,2018,4600000
1197,78.9,20.36,2011,240000
2179,140.0,16.0,2015,950000
1199,84.0,23.84,2018,325000
2179,140.0,15.1,2013,750000
2523,62.1,15.96,2012,400000
796,46.3,19.7,2008,120000
1582,126.2,19.67,2017,1150000
1248,74.0,22.9,2013,350000
1373,91.1,20.73,2015,610000
1197,78.9,17.71,2017,549000
1497,118.0,17.0,2011,450000
1598,103.6,20.54,2013,400000
1196,86.8,18.12,2017,620000
1968,108.5,20.0,2011,270000
1248,92.3124958934112,19.3737698630137,2002,35000
1396,88.73,22.54,2015,615000
1999,177.0,19.33,2017,3200000
1197,85.8,19.0,2017,500000
1186,73.97,24.0,2017,450000
1498,98.6,25.1,2015,800000
1999,177.0,19.33,2017,3200000
1497,118.0,16.8,2010,321000
1197,83.14,20.85,2015,540000
1197,81.8,22.0,2019,650000
796,47.3,22.74,2015,220000
1373,93.7,16.02,2015,600000
2494,142.0,13.0,2015,2000000
1248,88.5,24.3,2018,950000
1796,178.0,11.7,2006,650000
1999,177.0,19.33,2017,3200000
1493,110.0,16.2,2010,195000
1248,92.3124958934112,19.3737698630137,2017,600000
1198,108.5,17.0,2020,950000
1193,88.7,17.57,2015,300000
2179,120.0,15.4,2016,800000
2494,102.0,12.8,2010,650000
1248,74.02,28.4,2017,750000
1199,73.9,22.07,2013,280000
1198,67.04,19.49,2014,225000
2993,261.4,17.09,2018,5830000
999,75.0,19.44,2019,500000
796,47.3,22.74,2015,270000
998,67.1,18.9,2011,246000
2498,105.0,16.55,2014,700000
1498,98.6,27.3,2016,650000
2179,140.0,16.0,2015,1100000
1405,69.01,19.09,2017,450000
1248,74.0,25.2,2015,530000
936,57.6,25.44,2012,180000
1461,83.8,20.46,2013,490000
1461,108.45,19.6,2018,950000
1248,74.0,22.95,2017,459999
796,37.0,16.1,2002,120000
1248,74.02,28.4,2019,825000
1399,68.0,20.0,2011,160000
1196,86.8,18.16,2018,590000
1197,82.0,18.9,2017,509999
1197,81.8,22.0,2018,600000
2523,62.1,15.96,2011,370000
2498,105.0,16.55,2017,775000
998,67.1,18.9,2010,210000
1496,88.73,16.78,2015,360000
796,47.3,22.74,2013,200000
814,55.2,21.1,2013,235000
1248,88.5,24.3,2016,720000
1984,150.0,16.8,2018,2475000
1047,69.0,27.28,2019,670000
1582,126.2,19.67,2015,850000
2179,140.0,15.1,2014,980000
814,55.2,21.1,2014,250000
1498,98.6,24.5,2015,570000
1582,126.2,23.9,2016,803999
2179,140.0,15.1,2012,595000
2179,140.0,15.1,2014,605000
1197,80.0,17.0,2012,275000
814,55.2,21.1,2013,190000
1997,120.0,15.4,2017,1300000
2179,147.94,17.6,2017,980000
2523,62.1,15.96,2013,480000
1248,92.3124958934112,19.3737698630137,2016,565000
1198,86.8,19.4,2012,376000
1199,88.7,18.2,2016,550000
1396,52.8,17.88,2007,90000
2494,102.0,12.8,2008,425000
1248,73.94,23.2,2013,240000
1248,73.94,23.2,2012,265000
1498,98.96,23.0,2018,900000
998,67.1,18.9,2012,250000
1248,73.94,25.2,2015,450000
2179,147.94,14.1,2015,503000
1498,89.84,22.7,2015,685000
1968,167.6,12.8,2011,1300000
1198,86.7,17.8,2019,690000
1493,100.0,18.49,2017,725000
2494,100.6,12.99,2013,750000
1248,73.94,23.2,2016,400000
1197,85.8,17.5,2009,190000
1599,103.2,13.9,2008,160000
796,37.0,16.1,2013,157000
1498,88.8,20.14,2014,391000
998,67.04,20.51,2015,350000
796,47.3,24.7,2017,300000
1493,100.0,18.49,2017,700000
2393,147.8,13.68,2016,1850000
1248,88.5,26.21,2015,730000
1497,117.6,18.0,2017,1150000
2179,140.0,16.0,2017,1100000
1597,118.0,26.8,2020,2125000
1197,81.86,18.9,2018,540000
1462,103.2,19.01,2019,1000000
1197,81.8,20.4,2016,500000
1248,73.74,18.2,2016,525000
1498,98.6,25.8,2016,550000
2179,153.86,17.6,2017,1251000
1497,78.0,17.7,2008,105000
998,67.05,21.79,2013,225000
1599,103.2,13.9,2008,275000
1248,88.8,20.77,2013,385000
998,67.05,23.95,2017,370000
1497,108.5,21.5,2018,980000
1199,88.7,18.2,2016,550000
2494,100.6,12.99,2015,1325000
1120,70.0,24.0,2015,450000
1197,81.8,21.21,2019,630000
796,37.0,16.1,2006,65000
1396,88.73,22.54,2014,420000
1984,150.0,16.8,2018,2475000
796,47.3,24.7,2017,310000
1248,74.0,22.95,2015,475000
1498,108.495,22.0,2017,625000
1248,92.3124958934112,19.3737698630137,2003,40000
1493,82.0,13.1,2005,130000
1248,74.0,27.39,2017,650000
2393,147.51,13.68,2020,1560000
814,55.2,21.1,2015,270000
1197,85.8,19.1,2014,400000
1396,88.76,21.9,2012,380000
1197,82.0,18.9,2016,400000
1998,189.0,15.71,2016,2500000
1497,117.3,15.4,2017,850000
1197,82.0,18.9,2016,370000
1364,67.06,23.59,2014,550000
2956,69.01,14.07,2017,570000
1399,68.0,20.0,2010,200000
1248,88.5,23.65,2017,650000
2523,62.1,15.96,2014,530000
2179,120.0,12.05,2010,300000
1197,81.8,21.21,2019,550000
1197,81.83,18.6,2017,650000
1086,68.05,19.81,2011,165000
1186,73.97,24.0,2018,700000
1248,74.02,28.4,2019,558000
1061,67.0,18.9,2007,80000
1396,69.0,19.09,2012,204999
2179,140.0,16.0,2016,950000
998,67.05,21.79,2013,225000
1248,92.3124958934112,19.3737698630137,2004,80000
1199,76.8,18.6,2016,300000
2179,120.0,10.5,2006,310000
2494,102.0,12.8,2011,500000
2494,100.6,12.99,2013,750000
1497,108.5,21.5,2018,800000
1461,63.12,23.08,2013,315000
1196,86.8,18.16,2017,565000
1248,73.9,21.1,2009,200000
1396,88.73,21.19,2016,580000
1498,98.96,21.7,2016,725000
1399,67.0,17.8,2009,190000
796,46.3,19.7,2006,100000
2179,118.35,13.55,2011,250000
1248,73.94,23.2,2012,300000
998,67.1,18.9,2012,265000
2179,120.0,10.5,2007,300000
1199,88.7,18.7,2015,700000
999,67.0,22.5,2018,320000
1461,108.45,19.01,2012,375000
2179,140.0,15.1,2012,535000
799,53.3,25.17,2019,395000
2179,153.86,17.6,2018,1575000
799,53.3,25.17,2016,275000
1196,73.0,15.37,2011,150000
1498,99.0,25.83,2017,600000
1598,103.2,15.04,2014,500000
1298,85.8,17.5,2010,240000
1499,110.4,15.85,2013,500000
1193,65.3,15.3,2007,75000
1497,108.5,21.5,2018,950000
993,60.0,17.3,1999,50000
796,47.3,22.74,2015,241000
1399,68.0,20.0,2011,300000
2498,105.0,16.55,2019,950000
1197,81.8,20.4,2015,550000
995,63.0,16.0,2009,90000
1399,68.0,17.8,2011,275000
1196,73.0,15.37,2016,375000
1995,190.0,16.78,2019,5400000
1493,70.0,16.5,2019,740000
1198,76.0,19.34,2017,560000
1086,68.05,19.81,2010,275000
1298,80.0,11.96,2010,350000
2494,100.6,12.99,2014,750000
1399,68.0,20.0,2012,225000
1047,69.0,27.28,2018,450000
1199,73.9,22.07,2011,330000
2993,270.9,14.74,2015,2500000
1248,88.5,24.3,2019,892000
1396,85.0,12.8,2005,100000
1248,92.3124958934112,19.3737698630137,2012,415000
1248,74.0,27.39,2018,740000
2523,62.1,15.96,2013,475000
1197,81.86,17.19,2019,620000
2494,102.0,12.8,2011,650000
998,67.04,23.1,2016,351000
796,46.3,19.7,2009,120000
1498,99.0,25.83,2018,793000
796,46.3,19.7,2005,90000
1248,92.3124958934112,19.3737698630137,2009,180000
1461,83.8,19.87,2017,650000
1197,78.9,16.95,2011,340000
1197,103.6,17.2,2013,453000
2498,105.0,16.55,2014,525000
1498,99.0,25.83,2016,350000
1248,88.7,23.0,2015,400000
1248,74.0,22.9,2012,450000
1493,100.0,18.49,2016,730000
1497,117.3,18.0,2014,635000
1248,88.76,20.77,2012,400000
2179,153.86,14.1,2019,1250000
1999,177.0,13.6,2017,2711000
1196,73.0,15.37,2015,315000
1493,70.0,16.5,2018,750000
1197,83.1,21.4,2016,660000
1405,70.0,17.0,2012,300000
1197,81.86,18.9,2014,374000
1991,123.7,16.52,2011,290000
796,34.2,16.8,2014,260000
1498,98.6,27.3,2017,670000
2993,241.0,11.2,2013,3750000
1086,62.1,17.92,2008,140000
1248,73.8,18.2,2014,190000
1396,69.0,19.09,2012,158000
2354,177.6,11.7,2009,400000
1198,67.0,20.62,2015,300000
1197,81.8,22.0,2018,550000
1405,71.0,17.0,2010,200000
796,47.3,22.74,2016,270000
1199,88.76,19.0,2019,779000
2179,152.87,15.1,2018,1200000
2179,140.0,15.1,2012,675000
1493,110.0,16.8,2010,190000
1497,113.42,17.7,2012,355000
1248,74.0,25.2,2015,405000
1493,100.0,17.21,2016,403000
1248,73.9,21.1,2011,210000
1968,175.0,17.42,2012,900000
1396,69.01,25.0,2013,227999
1199,88.76,19.0,2019,779000
1388,68.0,16.6,2007,120000
1248,74.0,22.3,2012,175000
1248,88.5,24.52,2016,750000
1199,88.7,18.7,2015,610000
1120,70.0,24.0,2014,459999
1197,81.8,20.4,2016,500000
1196,73.0,15.37,2017,390000
1196,73.0,15.1,2013,260000
814,55.2,21.1,2011,160000
1197,82.0,18.9,2016,400000
1186,73.97,25.4,2019,700000
624,35.0,26.0,2010,55000
1061,67.0,18.9,2009,114999
2499,72.4,13.58,2014,575000
1399,67.0,17.8,2014,325000
1498,98.6,25.5,2019,1000000
814,55.2,21.1,2013,215000
2494,157.7,19.16,2016,2000000
1248,73.9,19.3,2012,340000
1364,67.04,23.59,2018,665000
799,53.3,25.17,2016,250000
796,47.3,22.74,2015,236000
1498,98.6,25.8,2015,450000
2393,147.8,13.68,2017,1450000
1999,177.0,13.6,2017,2625000
814,55.2,21.1,2017,350000
1373,91.1,20.73,2016,700000
1396,69.0,19.09,2012,180000
1248,90.0,18.8,2010,246000
998,67.05,23.95,2016,285000
1197,85.8,19.1,2013,409999
2494,100.6,12.99,2013,1000000
1405,70.0,16.1,2012,185000
1186,73.97,24.0,2018,540000
1396,70.0,17.5,2008,50000
998,67.1,18.9,2012,225000
1598,103.6,20.54,2011,240000
1396,88.73,22.54,2017,780000
998,67.05,21.79,2013,225000
1582,126.32,22.32,2013,700000
1396,90.0,23.0,2011,280000
2956,83.83,15.3,2013,350000
1999,177.0,19.33,2017,3200000
796,46.3,19.7,2008,129000
814,55.2,21.1,2012,190000
796,46.3,19.7,2005,55000
1197,81.83,18.6,2017,700000
1248,92.3124958934112,19.3737698630137,2010,200000
624,35.0,26.0,2011,70000
1596,101.0,15.3,2009,210000
1998,68.0,14.8,1999,150000
1197,81.8,20.4,2017,500000
1248,74.0,26.59,2015,575000
2494,100.6,12.99,2015,1050000
2523,63.0,13.6,2007,245000
1248,73.74,18.2,2017,650000
1197,78.9,20.36,2011,235000
796,47.3,24.7,2017,275000
1405,70.0,17.0,2011,175000
1199,88.76,19.5,2019,700000
1199,79.4,18.6,2010,150000
1995,184.0,18.88,2012,1300000
998,67.05,23.95,2015,350000
1248,74.0,27.39,2018,740000
1248,88.76,20.77,2014,545000
1197,81.8,22.0,2017,625000
1461,83.8,19.87,2012,450000
1197,85.8,19.1,2014,550000
1197,83.1,21.4,2018,740000
1197,81.8,22.0,2018,610000
2179,120.0,12.05,2014,700000
1396,90.0,23.0,2010,350000
1497,100.0,16.9,2006,150000
1399,68.0,20.0,2010,200000
1197,81.8,20.52,2019,480000
1498,99.0,25.83,2017,550000
1396,88.73,21.19,2017,715000
1248,74.0,25.2,2014,570000
1497,117.3,17.4,2014,565000
1197,85.8,18.6,2012,330000
2494,100.6,12.99,2015,1300000
995,62.0,18.0,2010,90000
1248,74.0,23.4,2014,438999
1405,70.0,16.1,2007,130000
2179,147.94,14.1,2015,503000
1198,67.0,20.63,2016,150000
1186,73.97,24.0,2017,450000
1598,103.5,14.3,2016,645000
1991,181.04,14.74,2017,2700000
1498,103.52,21.66,2016,660000
1197,81.86,18.9,2015,499000
1061,67.0,18.9,2009,126000
1248,74.0,22.9,2013,430000
1396,88.7,23.5,2013,550000
814,55.2,21.1,2017,270000
998,67.04,23.1,2017,483000
1493,100.0,18.49,2017,750000
1797,147.5,16.3,2016,805000
1493,70.0,16.5,2018,750000
1248,74.0,25.2,2014,430000
2179,140.0,15.1,2014,650000
2179,152.87,15.1,2019,1575000
1197,82.0,18.9,2016,500000
1461,83.8,20.45,2014,400000
1248,74.0,27.39,2016,710000
998,67.1,18.9,2011,196000
2179,147.9,15.05,2014,500000
1493,100.0,18.49,2016,600000
2494,102.0,12.8,2012,520000
1498,103.52,21.14,2013,475000
1248,88.76,20.77,2014,550000
796,46.3,19.7,2011,170000
1248,92.3124958934112,19.3737698630137,1994,120000
1373,91.1,17.5,2017,650000
